CCD1D200708_145649_x	CCD1D200708_145649_y
504.449149	0.000000	
504.578828	0.000000	
504.708507	0.000000	
504.838187	0.000000	
504.967866	0.000000	
505.097545	0.000000	
505.227224	0.000000	
505.356904	0.000000	
505.486583	0.000000	
505.616262	0.000000	
505.745942	0.000000	
505.875621	0.000000	
506.005300	0.000000	
506.134979	0.000000	
506.264659	0.000000	
506.394338	0.000000	
506.524017	0.000000	
506.653697	0.000000	
506.783376	0.000000	
506.913055	0.000000	
507.042734	0.000000	
507.172414	0.000000	
507.302093	0.000000	
507.431772	0.000000	
507.561452	0.000000	
507.691131	0.000000	
507.820810	0.000000	
507.950489	0.000000	
508.080169	0.000000	
508.209848	0.000000	
508.339527	0.000000	
508.469207	0.000000	
508.598886	0.000000	
508.728565	0.000000	
508.858244	0.000000	
508.987924	0.000000	
509.117603	0.000000	
509.247282	0.000000	
509.376962	0.000000	
509.506641	0.000000	
509.636320	0.000000	
509.765999	0.000000	
509.895679	0.000000	
510.025358	0.000000	
510.155037	0.000000	
510.284717	0.000000	
510.414396	0.000000	
510.544075	0.000000	
510.673754	0.000000	
510.803434	0.000000	
510.933113	0.000000	
511.062792	0.000000	
511.192472	0.000000	
511.322151	0.000000	
511.451830	0.000000	
511.581509	0.000000	
511.711189	0.000000	
511.840868	0.000000	
511.970547	0.000000	
512.100227	0.000000	
512.229906	0.000000	
512.359585	0.000000	
512.489265	0.000000	
512.618944	0.000000	
512.748623	0.000000	
512.878302	0.000000	
513.007982	0.000000	
513.137661	0.000000	
513.267340	0.000000	
513.397020	0.000000	
513.526699	0.000000	
513.656378	0.000000	
513.786057	0.000000	
513.915737	0.000000	
514.045416	0.000000	
514.175095	0.000000	
514.304775	0.000000	
514.434454	0.000000	
514.564133	0.000000	
514.693812	0.000000	
514.823492	0.000000	
514.953171	0.000000	
515.082850	0.000000	
515.212530	0.000000	
515.342209	0.000000	
515.471888	0.000000	
515.601567	0.000000	
515.731247	0.000000	
515.860926	0.000000	
515.990605	0.000000	
516.120285	0.000000	
516.249964	0.000000	
516.379643	0.000000	
516.509322	0.000000	
516.639002	0.000000	
516.768681	0.000000	
516.898360	0.000000	
517.028040	0.000000	
517.157719	0.000000	
517.287398	0.000000	
517.417077	0.000000	
517.546757	0.000000	
517.676436	0.000000	
517.806115	0.000000	
517.935795	0.000000	
518.065474	0.000000	
518.195153	0.000000	
518.324832	0.000000	
518.454512	0.000000	
518.584191	0.000000	
518.713870	0.000000	
518.843550	0.000000	
518.973229	0.000000	
519.102908	0.000000	
519.232587	0.000000	
519.362267	0.000000	
519.491946	0.000000	
519.621625	0.000000	
519.751305	0.000000	
519.880984	0.000000	
520.010663	0.000000	
520.140342	0.000000	
520.270022	0.000000	
520.399701	0.000000	
520.529380	0.000000	
520.659060	0.000000	
520.788739	0.000000	
520.918418	0.000000	
521.048097	0.000000	
521.177777	0.000000	
521.307456	0.000000	
521.437135	0.000000	
521.566815	0.000000	
521.696494	0.000000	
521.826173	0.000000	
521.955852	0.000000	
522.085532	0.000000	
522.215211	0.000000	
522.344890	0.000000	
522.474570	0.000000	
522.604249	0.000000	
522.733928	0.000000	
522.863607	0.000000	
522.993287	0.000000	
523.122966	0.000000	
523.252645	0.000000	
523.382325	0.000000	
523.512004	0.000000	
523.641683	0.000000	
523.771362	0.000000	
523.901042	0.000000	
524.030721	0.000000	
524.160400	0.000000	
524.290080	0.000000	
524.419759	0.000000	
524.549438	0.000000	
524.679117	0.000000	
524.808797	0.000000	
524.938476	0.000000	
525.068155	0.000000	
525.197835	0.000000	
525.327514	0.000000	
525.457193	0.000000	
525.586872	0.000000	
525.716552	0.000000	
525.846231	0.000000	
525.975910	0.000000	
526.105590	0.000000	
526.235269	0.000000	
526.364948	0.000000	
526.494627	0.000000	
526.624307	0.000000	
526.753986	0.000000	
526.883665	0.000000	
527.013345	0.000000	
527.143024	0.000000	
527.272703	0.000000	
527.402382	0.000000	
527.532062	0.000000	
527.661741	0.000000	
527.791420	0.000000	
527.921100	0.000000	
528.050779	0.000000	
528.180458	0.000000	
528.310137	0.000000	
528.439817	0.000000	
528.569496	0.000000	
528.699175	0.000000	
528.828855	0.000000	
528.958534	0.000000	
529.088213	0.000000	
529.217892	0.000000	
529.347572	0.000000	
529.477251	0.000000	
529.606930	0.000000	
529.736610	0.000000	
529.866289	0.000000	
529.995968	0.000000	
530.125648	0.000000	
530.255327	0.000000	
530.385006	0.000000	
530.514685	0.000000	
530.644365	0.000000	
530.774044	0.000000	
530.903723	0.000000	
531.033403	0.000000	
531.163082	0.000000	
531.292761	0.000000	
531.422440	0.000000	
531.552120	0.000000	
531.681799	0.000000	
531.811478	0.000000	
531.941158	0.000000	
532.070837	0.000000	
532.200516	0.000000	
532.330195	0.000000	
532.459875	0.000000	
532.589554	0.000000	
532.719233	0.000000	
532.848913	0.000000	
532.978592	0.000000	
533.108271	0.000000	
533.237950	0.000000	
533.367630	0.000000	
533.497309	0.000000	
533.626988	0.000000	
533.756668	0.000000	
533.886347	0.000000	
534.016026	0.000000	
534.145705	0.000000	
534.275385	0.000000	
534.405064	0.000000	
534.534743	0.000000	
534.664423	0.000000	
534.794102	0.000000	
534.923781	0.000000	
535.053460	0.000000	
535.183140	0.000000	
535.312819	0.000000	
535.442498	0.000000	
535.572178	0.000000	
535.701857	0.000000	
535.831536	0.000000	
535.961215	0.000000	
536.090895	0.000000	
536.220574	0.000000	
536.350253	0.000000	
536.479933	0.000000	
536.609612	0.000000	
536.739291	0.000000	
536.868970	0.000000	
536.998650	0.000000	
537.128329	0.000000	
537.258008	0.000000	
537.387688	0.000000	
537.517367	0.000000	
537.647046	0.000000	
537.776725	0.000000	
537.906405	0.000000	
538.036084	0.000000	
538.165763	0.000000	
538.295443	0.000000	
538.425122	0.000000	
538.554801	0.000000	
538.684480	0.000000	
538.814160	0.000000	
538.943839	0.000000	
539.073518	0.000000	
539.203198	0.000000	
539.332877	0.000000	
539.462556	0.000000	
539.592235	0.000000	
539.721915	0.000000	
539.851594	0.000000	
539.981273	0.000000	
540.110953	0.000000	
540.240632	0.000000	
540.370311	0.000000	
540.499990	0.000000	
540.629670	0.000000	
540.759349	0.000000	
540.889028	0.000000	
541.018708	0.000000	
541.148387	0.000000	
541.278066	0.000000	
541.407745	0.000000	
541.537425	0.000000	
541.667104	0.000000	
541.796783	0.000000	
541.926463	0.000000	
542.056142	0.000000	
542.185821	0.000000	
542.315500	0.000000	
542.445180	0.000000	
542.574859	0.000000	
542.704538	0.000000	
542.834218	0.000000	
542.963897	0.000000	
543.093576	0.000000	
543.223255	0.000000	
543.352935	0.000000	
543.482614	0.000000	
543.612293	0.000000	
543.741973	0.000000	
543.871652	0.000000	
544.001331	0.000000	
544.131010	0.000000	
544.260690	0.000000	
544.390369	0.000000	
544.520048	0.000000	
544.649728	0.000000	
544.779407	0.000000	
544.909086	0.000000	
545.038765	0.000000	
545.168445	0.000000	
545.298124	0.000000	
545.427803	0.000000	
545.557483	0.000000	
545.687162	0.000000	
545.816841	0.000000	
545.946520	0.000000	
546.076200	0.000000	
546.205879	0.000000	
546.335558	0.000000	
546.465238	0.000000	
546.594917	0.000000	
546.724596	0.000000	
546.854275	0.000000	
546.983955	0.000000	
547.113634	0.000000	
547.243313	0.000000	
547.372993	0.000000	
547.502672	0.000000	
547.632351	0.000000	
547.762031	0.000000	
547.891710	0.000000	
548.021389	0.000000	
548.151068	0.000000	
548.280748	0.000000	
548.410427	0.000000	
548.540106	0.000000	
548.669786	0.000000	
548.799465	0.000000	
548.929144	0.000000	
549.058823	0.000000	
549.188503	0.000000	
549.318182	0.000000	
549.447861	0.000000	
549.577541	0.000000	
549.707220	0.000000	
549.836899	0.000000	
549.966578	0.000000	
550.096258	0.000000	
550.225937	0.000000	
550.355616	0.000000	
550.485296	0.000000	
550.614975	0.000000	
550.744654	0.000000	
550.874333	0.000000	
551.004013	0.000000	
551.133692	0.000000	
551.263371	0.000000	
551.393051	0.000000	
551.522730	0.000000	
551.652409	0.000000	
551.782088	0.000000	
551.911768	0.000000	
552.041447	0.000000	
552.171126	0.000000	
552.300806	0.000000	
552.430485	0.000000	
552.560164	0.000000	
552.689843	0.000000	
552.819523	0.000000	
552.949202	0.000000	
553.078881	0.000000	
553.208561	0.000000	
553.338240	0.000000	
553.467919	0.000000	
553.597598	0.000000	
553.727278	0.000000	
553.856957	0.000000	
553.986636	0.000000	
554.116316	0.000000	
554.245995	0.000000	
554.375674	0.000000	
554.505353	0.000000	
554.635033	0.000000	
554.764712	0.000000	
554.894391	0.000000	
555.024071	0.000000	
555.153750	0.000000	
555.283429	0.000000	
555.413108	0.000000	
555.542788	0.000000	
555.672467	0.000000	
555.802146	0.000000	
555.931826	0.000000	
556.061505	0.000000	
556.191184	0.000000	
556.320863	0.000000	
556.450543	0.000000	
556.580222	0.000000	
556.709901	0.000000	
556.839581	0.000000	
556.969260	0.000000	
557.098939	0.000000	
557.228618	0.000000	
557.358298	0.000000	
557.487977	0.000000	
557.617656	0.000000	
557.747336	0.000000	
557.877015	0.000000	
558.006694	0.000000	
558.136373	0.000000	
558.266053	0.000000	
558.395732	0.000000	
558.525411	0.000000	
558.655091	0.000000	
558.784770	0.000000	
558.914449	0.000000	
559.044128	0.000000	
559.173808	0.000000	
559.303487	0.000000	
559.433166	0.000000	
559.562846	0.000000	
559.692525	0.000000	
559.822204	0.000000	
559.951883	0.000000	
560.081563	0.000000	
560.211242	0.000000	
560.340921	0.000000	
560.470601	0.000000	
560.600280	0.000000	
560.729959	0.000000	
560.859638	0.000000	
560.989318	0.000000	
561.118997	0.000000	
561.248676	0.000000	
561.378356	0.000000	
561.508035	0.000000	
561.637714	0.000000	
561.767393	0.000000	
561.897073	0.000000	
562.026752	0.000000	
562.156431	0.000000	
562.286111	0.000000	
562.415790	0.000000	
562.545469	0.000000	
562.675148	0.000000	
562.804828	0.000000	
562.934507	0.000000	
563.064186	0.000000	
563.193866	0.000000	
563.323545	0.000000	
563.453224	0.000000	
563.582903	0.000000	
563.712583	0.000000	
563.842262	0.000000	
563.971941	0.000000	
564.101621	0.000000	
564.231300	0.000000	
564.360979	0.000000	
564.490658	0.000000	
564.620338	0.000000	
564.750017	0.000000	
564.879696	0.000000	
565.009376	0.000000	
565.139055	0.000000	
565.268734	0.000000	
565.398414	0.000000	
565.528093	0.000000	
565.657772	0.000000	
565.787451	0.000000	
565.917131	0.000000	
566.046810	0.000000	
566.176489	0.000000	
566.306169	0.000000	
566.435848	0.000000	
566.565527	0.000000	
566.695206	0.000000	
566.824886	0.000000	
566.954565	0.000000	
567.084244	0.000000	
567.213924	0.000000	
567.343603	0.000000	
567.473282	0.000000	
567.602961	0.000000	
567.732641	0.000000	
567.862320	0.000000	
567.991999	0.000000	
568.121679	0.000000	
568.251358	0.000000	
568.381037	0.000000	
568.510716	0.000000	
568.640396	0.000000	
568.770075	0.000000	
568.899754	0.000000	
569.029434	0.000000	
569.159113	0.000000	
569.288792	0.000000	
569.418471	0.000000	
569.548151	0.000000	
569.677830	0.000000	
569.807509	0.000000	
569.937189	0.000000	
570.066868	0.000000	
570.196547	0.000000	
570.326226	0.000000	
570.455906	0.000000	
570.585585	0.000000	
570.715264	0.000000	
570.844944	0.000000	
570.974623	0.000000	
571.104302	0.000000	
571.233981	0.000000	
571.363661	0.000000	
571.493340	0.000000	
571.623019	0.000000	
571.752699	0.000000	
571.882378	0.000000	
572.012057	0.000000	
572.141736	0.000000	
572.271416	0.000000	
572.401095	0.000000	
572.530774	0.000000	
572.660454	0.000000	
572.790133	0.000000	
572.919812	0.000000	
573.049491	0.000000	
573.179171	0.000000	
573.308850	0.000000	
573.438529	0.000000	
573.568209	0.000000	
573.697888	0.000000	
573.827567	0.000000	
573.957246	0.000000	
574.086926	0.000000	
574.216605	0.000000	
574.346284	0.000000	
574.475964	0.000000	
574.605643	0.000000	
574.735322	0.000000	
574.865001	0.000000	
574.994681	0.000000	
575.124360	0.000000	
575.254039	0.000000	
575.383719	0.000000	
575.513398	0.000000	
575.643077	0.000000	
575.772756	0.000000	
575.902436	0.000000	
576.032115	0.000000	
576.161794	0.000000	
576.291474	0.000000	
576.421153	0.000000	
576.550832	0.000000	
576.680511	0.000000	
576.810191	0.000000	
576.939870	0.000000	
577.069549	0.000000	
577.199229	0.000000	
577.328908	0.000000	
577.458587	0.000000	
577.588266	0.000000	
577.717946	0.000000	
577.847625	0.000000	
577.977304	0.000000	
578.106984	0.000000	
578.236663	0.000000	
578.366342	0.000000	
578.496021	0.000000	
578.625701	0.000000	
578.755380	0.000000	
578.885059	0.000000	
579.014739	0.000000	
579.144418	0.000000	
579.274097	0.000000	
579.403776	0.000000	
579.533456	0.000000	
579.663135	0.000000	
579.792814	0.000000	
579.922494	0.000000	
580.052173	0.000000	
580.181852	0.000000	
580.311531	0.000000	
580.441211	0.000000	
580.570890	0.000000	
580.700569	0.000000	
580.830249	0.000000	
580.959928	0.000000	
581.089607	0.000000	
581.219286	0.000000	
581.348966	0.000000	
581.478645	0.000000	
581.608324	0.000000	
581.738004	0.000000	
581.867683	0.000000	
581.997362	0.000000	
582.127041	0.000000	
582.256721	0.000000	
582.386400	0.000000	
582.516079	0.000000	
582.645759	0.000000	
582.775438	0.000000	
582.905117	0.000000	
583.034797	0.000000	
583.164476	0.000000	
583.294155	0.000000	
583.423834	0.000000	
583.553514	0.000000	
583.683193	0.000000	
583.812872	0.000000	
583.942552	0.000000	
584.072231	0.000000	
584.201910	0.000000	
584.331589	0.000000	
584.461269	0.000000	
584.590948	0.000000	
584.720627	0.000000	
584.850307	0.000000	
584.979986	0.000000	
585.109665	0.000000	
585.239344	0.000000	
585.369024	0.000000	
585.498703	0.000000	
585.628382	0.000000	
585.758062	0.000000	
585.887741	0.000000	
586.017420	0.000000	
586.147099	0.000000	
586.276779	0.000000	
586.406458	0.000000	
586.536137	0.000000	
586.665817	0.000000	
586.795496	0.000000	
586.925175	0.000000	
587.054854	0.000000	
587.184534	0.000000	
587.314213	0.000000	
587.443892	0.000000	
587.573572	0.000000	
587.703251	0.000000	
587.832930	0.000000	
587.962609	0.000000	
588.092289	0.000000	
588.221968	0.000000	
588.351647	0.000000	
588.481327	0.000000	
588.611006	0.000000	
588.740685	0.000000	
588.870364	0.000000	
589.000044	0.000000	
589.129723	0.000000	
589.259402	0.000000	
589.389082	0.000000	
589.518761	0.000000	
589.648440	0.000000	
589.778119	0.000000	
589.907799	0.000000	
590.037478	0.000000	
590.167157	0.000000	
590.296837	0.000000	
590.426516	0.000000	
590.556195	0.000000	
590.685874	0.000000	
590.815554	0.000000	
590.945233	0.000000	
591.074912	0.000000	
591.204592	0.000000	
591.334271	0.000000	
591.463950	0.000000	
591.593629	0.000000	
591.723309	0.000000	
591.852988	0.000000	
591.982667	0.000000	
592.112347	0.000000	
592.242026	0.000000	
592.371705	0.000000	
592.501384	0.000000	
592.631064	0.000000	
592.760743	0.000000	
592.890422	0.000000	
593.020102	0.000000	
593.149781	0.000000	
593.279460	0.000000	
593.409139	0.000000	
593.538819	0.000000	
593.668498	0.000000	
593.798177	0.000000	
593.927857	0.000000	
594.057536	0.000000	
594.187215	0.000000	
594.316894	0.000000	
594.446574	0.000000	
594.576253	0.000000	
594.705932	0.000000	
594.835612	0.000000	
594.965291	0.000000	
595.094970	0.000000	
595.224649	0.000000	
595.354329	0.000000	
595.484008	0.000000	
595.613687	0.000000	
595.743367	0.000000	
595.873046	0.000000	
596.002725	0.000000	
596.132404	0.000000	
596.262084	0.000000	
596.391763	0.000000	
596.521442	0.000000	
596.651122	0.000000	
596.780801	0.000000	
596.910480	0.000000	
597.040159	0.000000	
597.169839	0.000000	
597.299518	0.000000	
597.429197	0.000000	
597.558877	0.000000	
597.688556	0.000000	
597.818235	0.000000	
597.947914	0.000000	
598.077594	0.000000	
598.207273	0.000000	
598.336952	0.000000	
598.466632	0.000000	
598.596311	0.000000	
598.725990	0.000000	
598.855669	0.000000	
598.985349	0.000000	
599.115028	0.000000	
599.244707	0.000000	
599.374387	0.000000	
599.504066	0.000000	
599.633745	0.000000	
599.763424	0.000000	
599.893104	0.000000	
600.022783	0.000000	
600.152462	0.000000	
600.282142	0.000000	
600.411821	0.000000	
600.541500	0.000000	
600.671180	0.000000	
600.800859	0.000000	
600.930538	0.000000	
601.060217	0.000000	
601.189897	0.000000	
601.319576	0.000000	
601.449255	0.000000	
601.578935	0.000000	
601.708614	0.000000	
601.838293	0.000000	
601.967972	0.000000	
602.097652	0.000000	
602.227331	0.000000	
602.357010	0.000000	
602.486690	0.000000	
602.616369	0.000000	
602.746048	0.000000	
602.875727	0.000000	
603.005407	0.000000	
603.135086	0.000000	
603.264765	0.000000	
603.394445	0.000000	
603.524124	0.000000	
603.653803	0.000000	
603.783482	0.000000	
603.913162	0.000000	
604.042841	0.000000	
604.172520	0.000000	
604.302200	0.000000	
604.431879	0.000000	
604.561558	0.000000	
604.691237	0.000000	
604.820917	0.000000	
604.950596	0.000000	
605.080275	0.000000	
605.209955	0.000000	
605.339634	0.000000	
605.469313	0.000000	
605.598992	0.000000	
605.728672	0.000000	
605.858351	0.000000	
605.988030	0.000000	
606.117710	0.000000	
606.247389	0.000000	
606.377068	0.000000	
606.506747	0.000000	
606.636427	0.000000	
606.766106	0.000000	
606.895785	0.000000	
607.025465	0.000000	
607.155144	0.000000	
607.284823	0.000000	
607.414502	0.000000	
607.544182	0.000000	
607.673861	0.000000	
607.803540	0.000000	
607.933220	0.000000	
608.062899	0.000000	
608.192578	0.000000	
608.322257	0.000000	
608.451937	0.000000	
608.581616	0.000000	
608.711295	0.000000	
608.840975	0.000000	
608.970654	0.000000	
609.100333	0.000000	
609.230012	0.000000	
609.359692	0.000000	
609.489371	0.000000	
609.619050	0.000000	
609.748730	0.000000	
609.878409	0.000000	
610.008088	0.000000	
610.137767	0.000000	
610.267447	0.000000	
610.397126	0.000000	
610.526805	0.000000	
610.656485	0.000000	
610.786164	0.000000	
610.915843	0.000000	
611.045522	0.000000	
611.175202	0.000000	
611.304881	0.000000	
611.434560	0.000000	
611.564240	0.000000	
611.693919	0.000000	
611.823598	0.000000	
611.953277	0.000000	
612.082957	0.000000	
612.212636	0.000000	
612.342315	0.000000	
612.471995	0.000000	
612.601674	0.000000	
612.731353	0.000000	
612.861032	0.000000	
612.990712	0.000000	
613.120391	0.000000	
613.250070	0.000000	
613.379750	0.000000	
613.509429	0.000000	
613.639108	0.000000	
613.768787	0.000000	
613.898467	0.000000	
614.028146	0.000000	
614.157825	0.000000	
614.287505	0.000000	
614.417184	0.000000	
614.546863	0.000000	
614.676542	0.000000	
614.806222	0.000000	
614.935901	0.000000	
615.065580	0.000000	
615.195260	0.000000	
615.324939	0.000000	
615.454618	0.000000	
615.584297	0.000000	
615.713977	0.000000	
615.843656	0.000000	
615.973335	0.000000	
616.103015	0.000000	
616.232694	0.000000	
616.362373	0.000000	
616.492052	0.000000	
616.621732	0.000000	
616.751411	0.000000	
616.881090	0.000000	
617.010770	0.000000	
617.140449	0.000000	
617.270128	0.000000	
617.399807	0.000000	
617.529487	0.000000	
617.659166	0.000000	
617.788845	0.000000	
617.918525	0.000000	
618.048204	0.000000	
618.177883	0.000000	
618.307563	0.000000	
618.437242	0.000000	
618.566921	0.000000	
618.696600	0.000000	
618.826280	0.000000	
618.955959	0.000000	
619.085638	0.000000	
619.215318	0.000000	
619.344997	0.000000	
619.474676	0.000000	
619.604355	0.000000	
619.734035	0.000000	
619.863714	0.000000	
619.993393	0.000000	
620.123073	0.000000	
620.252752	0.000000	
620.382431	0.000000	
620.512110	0.000000	
620.641790	0.000000	
620.771469	0.000000	
620.901148	0.000000	
621.030828	0.000000	
621.160507	0.000000	
621.290186	0.000000	
621.419865	0.000000	
621.549545	0.000000	
621.679224	0.000000	
621.808903	0.000000	
621.938583	0.000000	
622.068262	0.000000	
622.197941	0.000000	
622.327620	0.000000	
622.457300	0.000000	
622.586979	0.000000	
622.716658	0.000000	
622.846338	0.000000	
622.976017	0.000000	
623.105696	0.000000	
623.235375	0.000000	
623.365055	0.000000	
623.494734	0.000000	
623.624413	0.000000	
623.754093	0.000000	
623.883772	0.000000	
624.013451	0.000000	
624.143130	0.000000	
624.272810	0.000000	
624.402489	0.000000	
624.532168	0.000000	
624.661848	0.000000	
624.791527	0.000000	
624.921206	0.000000	
625.050885	0.000000	
625.180565	0.000000	
625.310244	0.000000	
625.439923	0.000000	
625.569603	0.000000	
625.699282	0.000000	
625.828961	0.000000	
625.958640	0.000000	
626.088320	0.000000	
626.217999	0.000000	
626.347678	0.000000	
626.477358	0.000000	
626.607037	0.000000	
626.736716	0.000000	
626.866395	0.000000	
626.996075	0.000000	
627.125754	0.000000	
627.255433	0.000000	
627.385113	0.000000	
627.514792	0.000000	
627.644471	0.000000	
627.774150	0.000000	
627.903830	0.000000	
628.033509	0.000000	
628.163188	0.000000	
628.292868	0.000000	
628.422547	0.000000	
628.552226	0.000000	
628.681905	0.000000	
628.811585	0.000000	
628.941264	0.000000	
629.070943	0.000000	
629.200623	0.000000	
629.330302	0.000000	
629.459981	0.000000	
629.589660	0.000000	
629.719340	0.000000	
629.849019	0.000000	
629.978698	0.000000	
630.108378	0.000000	
630.238057	0.000000	
630.367736	0.000000	
630.497415	0.000000	
630.627095	0.000000	
630.756774	0.000000	
630.886453	0.000000	
631.016133	0.000000	
631.145812	0.000000	
631.275491	0.000000	
