CCD1D200708_145649_x	CCD1D200708_145649_y
631.405170	0.000000	
631.534850	0.000000	
631.664529	0.000000	
631.794208	0.000000	
631.923888	0.000000	
632.053567	0.000000	
632.183246	0.000000	
632.312925	0.000000	
632.442605	0.000000	
632.572284	0.000000	
632.701963	0.000000	
632.831643	0.000000	
632.961322	0.000000	
633.091001	0.000000	
633.220680	0.000000	
633.350360	0.000000	
633.480039	0.000000	
633.609718	0.000000	
633.739398	0.000000	
633.869077	0.000000	
633.998756	0.000000	
634.128435	0.000000	
634.258115	0.000000	
634.387794	0.000000	
634.517473	0.000000	
634.647153	0.000000	
634.776832	0.000000	
634.906511	0.000000	
635.036190	0.000000	
635.165870	0.000000	
635.295549	0.000000	
635.425228	0.000000	
635.554908	0.000000	
635.684587	0.000000	
635.814266	0.000000	
635.943946	0.000000	
636.073625	0.000000	
636.203304	0.000000	
636.332983	0.000000	
636.462663	0.000000	
636.592342	0.000000	
636.722021	0.000000	
636.851701	0.000000	
636.981380	0.000000	
637.111059	0.000000	
637.240738	0.000000	
637.370418	0.000000	
637.500097	0.000000	
637.629776	0.000000	
637.759456	0.000000	
637.889135	0.000000	
638.018814	0.000000	
638.148493	0.000000	
638.278173	0.000000	
638.407852	0.000000	
638.537531	0.000000	
638.667211	0.000000	
638.796890	0.000000	
638.926569	0.000000	
639.056248	0.000000	
639.185928	0.000000	
639.315607	0.000000	
639.445286	0.000000	
639.574966	0.000000	
639.704645	0.000000	
639.834324	0.000000	
639.964003	0.000000	
640.093683	0.000000	
640.223362	0.000000	
640.353041	0.000000	
640.482721	0.000000	
640.612400	0.000000	
640.742079	0.000000	
640.871758	0.000000	
641.001438	0.000000	
641.131117	0.000000	
641.260796	0.000000	
641.390476	0.000000	
641.520155	0.000000	
641.649834	0.000000	
641.779513	0.000000	
641.909193	0.000000	
642.038872	0.000000	
642.168551	0.000000	
642.298231	0.000000	
642.427910	0.000000	
642.557589	0.000000	
642.687268	0.000000	
642.816948	0.000000	
642.946627	0.000000	
643.076306	0.000000	
643.205986	0.000000	
643.335665	0.000000	
643.465344	0.000000	
643.595023	0.000000	
643.724703	0.000000	
643.854382	0.000000	
643.984061	0.000000	
644.113741	0.000000	
644.243420	0.000000	
644.373099	0.000000	
644.502778	0.000000	
644.632458	0.000000	
644.762137	0.000000	
644.891816	0.000000	
645.021496	0.000000	
645.151175	0.000000	
645.280854	0.000000	
645.410533	0.000000	
645.540213	0.000000	
645.669892	0.000000	
645.799571	0.000000	
645.929251	0.000000	
646.058930	0.000000	
646.188609	0.000000	
646.318288	0.000000	
646.447968	0.000000	
646.577647	0.000000	
646.707326	0.000000	
646.837006	0.000000	
646.966685	0.000000	
647.096364	0.000000	
647.226043	0.000000	
647.355723	0.000000	
647.485402	0.000000	
647.615081	0.000000	
647.744761	0.000000	
647.874440	0.000000	
648.004119	0.000000	
648.133798	0.000000	
648.263478	0.000000	
648.393157	0.000000	
648.522836	0.000000	
648.652516	0.000000	
648.782195	0.000000	
648.911874	0.000000	
649.041553	0.000000	
649.171233	0.000000	
649.300912	0.000000	
649.430591	0.000000	
649.560271	0.000000	
649.689950	0.000000	
649.819629	0.000000	
649.949308	0.000000	
650.078988	0.000000	
650.208667	0.000000	
650.338346	0.000000	
650.468026	0.000000	
650.597705	0.000000	
650.727384	0.000000	
650.857063	0.000000	
650.986743	0.000000	
651.116422	0.000000	
651.246101	0.000000	
651.375781	0.000000	
651.505460	0.000000	
651.635139	0.000000	
651.764818	0.000000	
651.894498	0.000000	
652.024177	0.000000	
652.153856	0.000000	
652.283536	0.000000	
652.413215	0.000000	
652.542894	0.000000	
652.672573	0.000000	
652.802253	0.000000	
652.931932	0.000000	
653.061611	0.000000	
653.191291	0.000000	
653.320970	0.000000	
653.450649	0.000000	
653.580329	0.000000	
653.710008	0.000000	
653.839687	0.000000	
653.969366	0.000000	
654.099046	0.000000	
654.228725	0.000000	
654.358404	0.000000	
654.488084	0.000000	
654.617763	0.000000	
654.747442	0.000000	
654.877121	0.000000	
655.006801	0.000000	
655.136480	0.000000	
655.266159	0.000000	
655.395839	0.000000	
655.525518	0.000000	
655.655197	0.000000	
655.784876	0.000000	
655.914556	0.000000	
656.044235	0.000000	
656.173914	0.000000	
656.303594	0.000000	
656.433273	0.000000	
656.562952	0.000000	
656.692631	0.000000	
656.822311	0.000000	
656.951990	0.000000	
657.081669	0.000000	
657.211349	0.000000	
657.341028	0.000000	
657.470707	0.000000	
657.600386	0.000000	
657.730066	0.000000	
657.859745	0.000000	
657.989424	0.000000	
658.119104	0.000000	
658.248783	0.000000	
658.378462	0.000000	
658.508141	0.000000	
658.637821	0.000000	
658.767500	0.000000	
658.897179	0.000000	
659.026859	0.000000	
659.156538	0.000000	
659.286217	0.000000	
659.415896	0.000000	
659.545576	0.000000	
659.675255	0.000000	
659.804934	0.000000	
659.934614	0.000000	
660.064293	0.000000	
660.193972	0.000000	
660.323651	0.000000	
660.453331	0.000000	
660.583010	0.000000	
660.712689	0.000000	
660.842369	0.000000	
660.972048	0.000000	
661.101727	0.000000	
661.231406	0.000000	
661.361086	0.000000	
661.490765	0.000000	
661.620444	0.000000	
661.750124	0.000000	
661.879803	0.000000	
662.009482	0.000000	
662.139161	0.000000	
662.268841	0.000000	
662.398520	0.000000	
662.528199	0.000000	
662.657879	0.000000	
662.787558	0.000000	
662.917237	0.000000	
663.046916	0.000000	
663.176596	0.000000	
663.306275	0.000000	
663.435954	0.000000	
663.565634	0.000000	
663.695313	0.000000	
663.824992	0.000000	
663.954671	0.000000	
664.084351	0.000000	
664.214030	0.000000	
664.343709	0.000000	
664.473389	0.000000	
664.603068	0.000000	
664.732747	0.000000	
664.862426	0.000000	
664.992106	0.000000	
665.121785	0.000000	
665.251464	0.000000	
665.381144	0.000000	
665.510823	0.000000	
665.640502	0.000000	
665.770181	0.000000	
665.899861	0.000000	
666.029540	0.000000	
666.159219	0.000000	
666.288899	0.000000	
666.418578	0.000000	
666.548257	0.000000	
666.677936	0.000000	
666.807616	0.000000	
666.937295	0.000000	
667.066974	0.000000	
667.196654	0.000000	
667.326333	0.000000	
667.456012	0.000000	
667.585691	0.000000	
667.715371	0.000000	
667.845050	0.000000	
667.974729	0.000000	
668.104409	0.000000	
668.234088	0.000000	
668.363767	0.000000	
668.493446	0.000000	
668.623126	0.000000	
668.752805	0.000000	
668.882484	0.000000	
669.012164	0.000000	
669.141843	0.000000	
669.271522	0.000000	
669.401201	0.000000	
669.530881	0.000000	
669.660560	0.000000	
669.790239	0.000000	
669.919919	0.000000	
670.049598	0.000000	
670.179277	0.000000	
670.308956	0.000000	
670.438636	0.000000	
670.568315	0.000000	
670.697994	0.000000	
670.827674	0.000000	
670.957353	0.000000	
671.087032	0.000000	
671.216712	0.000000	
671.346391	0.000000	
671.476070	0.000000	
671.605749	0.000000	
671.735429	0.000000	
671.865108	0.000000	
671.994787	0.000000	
672.124467	0.000000	
672.254146	0.000000	
672.383825	0.000000	
672.513504	0.000000	
672.643184	0.000000	
672.772863	0.000000	
672.902542	0.000000	
673.032222	0.000000	
673.161901	0.000000	
673.291580	0.000000	
673.421259	0.000000	
673.550939	0.000000	
673.680618	0.000000	
673.810297	0.000000	
673.939977	0.000000	
674.069656	0.000000	
674.199335	0.000000	
674.329014	0.000000	
674.458694	0.000000	
674.588373	0.000000	
674.718052	0.000000	
674.847732	0.000000	
674.977411	0.000000	
675.107090	0.000000	
675.236769	0.000000	
675.366449	0.000000	
675.496128	0.000000	
675.625807	0.000000	
675.755487	0.000000	
675.885166	0.000000	
676.014845	0.000000	
676.144524	0.000000	
676.274204	0.000000	
676.403883	0.000000	
676.533562	0.000000	
676.663242	0.000000	
676.792921	0.000000	
676.922600	0.000000	
677.052279	0.000000	
677.181959	0.000000	
677.311638	0.000000	
677.441317	0.000000	
677.570997	0.000000	
677.700676	0.000000	
677.830355	0.000000	
677.960034	0.000000	
678.089714	0.000000	
678.219393	0.000000	
678.349072	0.000000	
678.478752	0.000000	
678.608431	0.000000	
678.738110	0.000000	
678.867789	0.000000	
678.997469	0.000000	
679.127148	0.000000	
679.256827	0.000000	
679.386507	0.000000	
679.516186	0.000000	
679.645865	0.000000	
679.775544	0.000000	
679.905224	0.000000	
680.034903	0.000000	
680.164582	0.000000	
680.294262	0.000000	
680.423941	0.000000	
680.553620	0.000000	
680.683299	0.000000	
680.812979	0.000000	
680.942658	0.000000	
681.072337	0.000000	
681.202017	0.000000	
681.331696	0.000000	
681.461375	0.000000	
681.591054	0.000000	
681.720734	0.000000	
681.850413	0.000000	
681.980092	0.000000	
682.109772	0.000000	
682.239451	0.000000	
682.369130	0.000000	
682.498809	0.000000	
682.628489	0.000000	
682.758168	0.000000	
682.887847	0.000000	
683.017527	0.000000	
683.147206	0.000000	
683.276885	0.000000	
683.406564	0.000000	
683.536244	0.000000	
683.665923	0.000000	
683.795602	0.000000	
683.925282	0.000000	
684.054961	0.000000	
684.184640	0.000000	
684.314319	0.000000	
684.443999	0.000000	
684.573678	0.000000	
684.703357	0.000000	
684.833037	0.000000	
684.962716	0.000000	
685.092395	0.000000	
685.222074	0.000000	
685.351754	0.000000	
685.481433	0.000000	
685.611112	0.000000	
685.740792	0.000000	
685.870471	0.000000	
686.000150	0.000000	
686.129829	0.000000	
686.259509	0.000000	
686.389188	0.000000	
686.518867	0.000000	
686.648547	0.000000	
686.778226	0.000000	
686.907905	0.000000	
687.037584	0.000000	
687.167264	0.000000	
687.296943	0.000000	
687.426622	0.000000	
687.556302	0.000000	
687.685981	0.000000	
687.815660	0.000000	
687.945339	0.000000	
688.075019	0.000000	
688.204698	0.000000	
688.334377	0.000000	
688.464057	0.000000	
688.593736	0.000000	
688.723415	0.000000	
688.853095	0.000000	
688.982774	0.000000	
689.112453	0.000000	
689.242132	0.000000	
689.371812	0.000000	
689.501491	0.000000	
689.631170	0.000000	
689.760850	0.000000	
689.890529	0.000000	
690.020208	0.000000	
690.149887	0.000000	
690.279567	0.000000	
690.409246	0.000000	
690.538925	0.000000	
690.668605	0.000000	
690.798284	0.000000	
690.927963	0.000000	
691.057642	0.000000	
691.187322	0.000000	
691.317001	0.000000	
691.446680	0.000000	
691.576360	0.000000	
691.706039	0.000000	
691.835718	0.000000	
691.965397	0.000000	
692.095077	0.000000	
692.224756	0.000000	
692.354435	0.000000	
692.484115	0.000000	
692.613794	0.000000	
692.743473	0.000000	
692.873152	0.000000	
693.002832	0.000000	
693.132511	0.000000	
693.262190	0.000000	
693.391870	0.000000	
693.521549	0.000000	
693.651228	0.000000	
693.780907	0.000000	
693.910587	0.000000	
694.040266	0.000000	
694.169945	0.000000	
694.299625	0.000000	
694.429304	0.000000	
694.558983	0.000000	
694.688662	0.000000	
694.818342	0.000000	
694.948021	0.000000	
695.077700	0.000000	
695.207380	0.000000	
695.337059	0.000000	
695.466738	0.000000	
695.596417	0.000000	
695.726097	0.000000	
695.855776	0.000000	
695.985455	0.000000	
696.115135	0.000000	
696.244814	0.000000	
696.374493	0.000000	
696.504172	0.000000	
696.633852	0.000000	
696.763531	0.000000	
696.893210	0.000000	
697.022890	0.000000	
697.152569	0.000000	
697.282248	0.000000	
697.411927	0.000000	
697.541607	0.000000	
697.671286	0.000000	
697.800965	0.000000	
697.930645	0.000000	
698.060324	0.000000	
698.190003	0.000000	
698.319682	0.000000	
698.449362	0.000000	
698.579041	0.000000	
698.708720	0.000000	
698.838400	0.000000	
698.968079	0.000000	
699.097758	0.000000	
699.227437	0.000000	
699.357117	0.000000	
699.486796	0.000000	
699.616475	0.000000	
699.746155	0.000000	
699.875834	0.000000	
700.005513	0.000000	
700.135192	0.000000	
700.264872	0.000000	
700.394551	0.000000	
700.524230	0.000000	
700.653910	0.000000	
700.783589	0.000000	
700.913268	0.000000	
701.042947	0.000000	
701.172627	0.000000	
701.302306	0.000000	
701.431985	0.000000	
701.561665	0.000000	
701.691344	0.000000	
701.821023	0.000000	
701.950702	0.000000	
702.080382	0.000000	
702.210061	0.000000	
702.339740	0.000000	
702.469420	0.000000	
702.599099	0.000000	
702.728778	0.000000	
702.858457	0.000000	
702.988137	0.000000	
703.117816	0.000000	
703.247495	0.000000	
703.377175	0.000000	
703.506854	0.000000	
703.636533	0.000000	
703.766212	0.000000	
703.895892	0.000000	
704.025571	0.000000	
704.155250	0.000000	
704.284930	0.000000	
704.414609	0.000000	
704.544288	0.000000	
704.673967	0.000000	
704.803647	0.000000	
704.933326	0.000000	
705.063005	0.000000	
705.192685	0.000000	
705.322364	0.000000	
705.452043	0.000000	
705.581722	0.000000	
705.711402	0.000000	
705.841081	0.000000	
705.970760	0.000000	
706.100440	0.000000	
706.230119	0.000000	
706.359798	0.000000	
706.489478	0.000000	
706.619157	0.000000	
706.748836	0.000000	
706.878515	0.000000	
707.008195	0.000000	
707.137874	0.000000	
707.267553	0.000000	
707.397233	0.000000	
707.526912	0.000000	
707.656591	0.000000	
707.786270	0.000000	
707.915950	0.000000	
708.045629	0.000000	
708.175308	0.000000	
708.304988	0.000000	
708.434667	0.000000	
708.564346	0.000000	
708.694025	0.000000	
708.823705	0.000000	
708.953384	0.000000	
709.083063	0.000000	
709.212743	0.000000	
709.342422	0.000000	
709.472101	0.000000	
709.601780	0.000000	
709.731460	0.000000	
709.861139	0.000000	
709.990818	0.000000	
710.120498	0.000000	
710.250177	0.000000	
710.379856	0.000000	
710.509535	0.000000	
710.639215	0.000000	
710.768894	0.000000	
710.898573	0.000000	
711.028253	0.000000	
711.157932	0.000000	
711.287611	0.000000	
711.417290	0.000000	
711.546970	0.000000	
711.676649	0.000000	
711.806328	0.000000	
711.936008	0.000000	
712.065687	0.000000	
712.195366	0.000000	
712.325045	0.000000	
712.454725	0.000000	
712.584404	0.000000	
712.714083	0.000000	
712.843763	0.000000	
712.973442	0.000000	
713.103121	0.000000	
713.232800	0.000000	
713.362480	0.000000	
713.492159	0.000000	
713.621838	0.000000	
713.751518	0.000000	
713.881197	0.000000	
714.010876	0.000000	
714.140555	0.000000	
714.270235	0.000000	
714.399914	0.000000	
714.529593	0.000000	
714.659273	0.000000	
714.788952	0.000000	
714.918631	0.000000	
715.048310	0.000000	
715.177990	0.000000	
715.307669	0.000000	
715.437348	0.000000	
715.567028	0.000000	
715.696707	0.000000	
715.826386	0.000000	
715.956065	0.000000	
716.085745	0.000000	
716.215424	0.000000	
716.345103	0.000000	
716.474783	0.000000	
716.604462	0.000000	
716.734141	0.000000	
716.863820	0.000000	
716.993500	0.000000	
717.123179	0.000000	
717.252858	0.000000	
717.382538	0.000000	
717.512217	0.000000	
717.641896	0.000000	
717.771575	0.000000	
717.901255	0.000000	
718.030934	0.000000	
718.160613	0.000000	
718.290293	0.000000	
718.419972	0.000000	
718.549651	0.000000	
718.679330	0.000000	
718.809010	0.000000	
718.938689	0.000000	
719.068368	0.000000	
719.198048	0.000000	
719.327727	0.000000	
719.457406	0.000000	
719.587085	0.000000	
719.716765	0.000000	
719.846444	0.000000	
719.976123	0.000000	
720.105803	0.000000	
720.235482	0.000000	
720.365161	0.000000	
720.494840	0.000000	
720.624520	0.000000	
720.754199	0.000000	
720.883878	0.000000	
721.013558	0.000000	
721.143237	0.000000	
721.272916	0.000000	
721.402595	0.000000	
721.532275	0.000000	
721.661954	0.000000	
721.791633	0.000000	
721.921313	0.000000	
722.050992	0.000000	
722.180671	0.000000	
722.310350	0.000000	
722.440030	0.000000	
722.569709	0.000000	
722.699388	0.000000	
722.829068	0.000000	
722.958747	0.000000	
723.088426	0.000000	
723.218105	0.000000	
723.347785	0.000000	
723.477464	0.000000	
723.607143	0.000000	
723.736823	0.000000	
723.866502	0.000000	
723.996181	0.000000	
724.125861	0.000000	
724.255540	0.000000	
724.385219	0.000000	
724.514898	0.000000	
724.644578	0.000000	
724.774257	0.000000	
724.903936	0.000000	
725.033616	0.000000	
725.163295	0.000000	
725.292974	0.000000	
725.422653	0.000000	
725.552333	0.000000	
725.682012	0.000000	
725.811691	0.000000	
725.941371	0.000000	
726.071050	0.000000	
726.200729	0.000000	
726.330408	0.000000	
726.460088	0.000000	
726.589767	0.000000	
726.719446	0.000000	
726.849126	0.000000	
726.978805	0.000000	
727.108484	0.000000	
727.238163	0.000000	
727.367843	0.000000	
727.497522	0.000000	
727.627201	0.000000	
727.756881	0.000000	
727.886560	0.000000	
728.016239	0.000000	
728.145918	0.000000	
728.275598	0.000000	
728.405277	0.000000	
728.534956	0.000000	
728.664636	0.000000	
728.794315	0.000000	
728.923994	0.000000	
729.053673	0.000000	
729.183353	0.000000	
729.313032	0.000000	
729.442711	0.000000	
729.572391	0.000000	
729.702070	0.000000	
729.831749	0.000000	
729.961428	0.000000	
730.091108	0.000000	
730.220787	0.000000	
730.350466	0.000000	
730.480146	0.000000	
730.609825	0.000000	
730.739504	0.000000	
730.869183	0.000000	
730.998863	0.000000	
731.128542	0.000000	
731.258221	0.000000	
731.387901	0.000000	
731.517580	0.000000	
731.647259	0.000000	
731.776938	0.000000	
731.906618	0.000000	
732.036297	0.000000	
732.165976	0.000000	
732.295656	0.000000	
732.425335	0.000000	
732.555014	0.000000	
732.684693	0.000000	
732.814373	0.000000	
